,file_number,word,frequency
947,22_5861,weiterentwicklung,3
948,22_5861,mvm,3
949,22_5861,immobilienservicezentrum,3
950,22_5861,mieter,3
951,22_5861,vermieter,3
952,22_5861,tätigkeit,2
953,22_5861,neutrale,2
954,22_5861,bedarfsträgerinnen,2
955,22_5861,mieterinnen,2
956,22_5861,zusammenhang,2
957,22_5861,gleichzeitige,2
958,22_5861,beratung,2
959,22_5861,mietervermietermodells,2
960,22_5871,starkregenvorsorge,8
961,22_5871,gebiete,4
962,22_5871,übrigen,3
963,22_5871,starkregengefahrenkarte,3
964,22_5871,starkregen,3
965,22_5871,rechtsrahmen,2
966,22_5871,wasser,2
967,22_5871,maßnahmenprogramm,2
968,22_5871,treffen,2
969,22_5871,antworten,2
970,22_5871,anwohner,2
971,22_5871,senken,2
972,22_5871,beispielsweise,2
973,22_5871,konkrete,2
974,22_5871,sicht,2
975,22_5871,definiert,2
976,22_5871,privater,2
977,22_5871,gesamte,2
978,22_5871,regelungen,2
979,22_5871,plant,2
980,22_5888,billwerder,92
981,22_5888,jva,85
982,22_5888,plangebiet,49
983,22_5888,jugendanstalt,37
984,22_5888,neubau,29
985,22_5888,standort,27
986,22_5888,hahnöfersand,26
987,22_5888,landschaftsprogramms,23
988,22_5888,bereich,21
989,22_5888,südöstlich,21
990,22_5888,vorhandenen,20
991,22_5888,aufgrund,19
992,22_5888,flächennutzungsplans,17
993,22_5888,hmbgvbl,16
994,22_5888,ca,15
995,22_5888,planung,15
996,22_5888,jugendvollzug,15
997,22_5888,anstaltsmauer,14
998,22_5888,bab,14
999,22_5888,verlagerung,13
1000,22_5909,heimstaden,12
1001,22_5909,mieterinnen,6
1002,22_5909,ausübung,5
1003,22_5909,vorkaufsrecht,5
1004,22_5909,betroffenen,4
1005,22_5909,gegebenenfalls,4
1006,22_5909,vorkaufsrechts,4
1007,22_5909,sozerhvo,4
1008,22_5909,gebieten,4
1009,22_5909,ziele,3
1010,22_5909,kaufvertrag,3
1011,22_5909,akeliuswohnungen,3
1012,22_5909,satz,3
1013,22_5909,sozialen,3
1014,22_5909,erhaltungsverordnung,3
1015,22_5909,falls,3
1016,22_5909,anhörung,3
1017,22_5909,erfolgt,2
1018,22_5909,nummer,2
1019,22_5909,ausgeübt,2
1020,22_5921,fahrzeuge,14
1021,22_5921,beschaffung,11
1022,22_5921,städtischen,8
1023,22_5921,fahrzeugen,8
1024,22_5921,leitfaden,5
1025,22_5921,fuhrparks,5
1026,22_5921,lbv,5
1027,22_5921,umweltfreundliche,5
1028,22_5921,antrieben,4
1029,22_5921,gmbh,4
1030,22_5921,ab,4
1031,22_5921,beschafft,4
1032,22_5921,leitlinie,3
1033,22_5921,berücksichtigt,3
1034,22_5921,mobilität,3
1035,22_5921,neben,3
1036,22_5921,beispielsweise,3
1037,22_5921,stadtreinigung,3
1038,22_5921,beispiel,3
1039,22_5921,freie,3
1040,22_5924,sprinkenhof,7
1041,22_5924,leitfaden,6
1042,22_5924,nachhaltiges,6
1043,22_5924,bauen,6
1044,22_5924,anlage,5
1045,22_5924,umgesetzt,4
1046,22_5924,seite,4
1047,22_5924,umsetzungszeitraum,4
1048,22_5924,gebäudeeffizienz,3
1049,22_5924,klimaplans,3
1050,22_5924,fachkräftemangels,2
1051,22_5924,unterstützt,2
1052,22_5924,mehrere,2
1053,22_5924,gmbh,2
1054,22_5924,hinsichtlich,2
1055,22_5924,grundsätzlich,2
1056,22_5924,kfweffizienzhaus,2
1057,22_5924,beschaffung,2
1058,22_5924,umweltverträgliche,2
1059,22_5924,standards,2
1060,22_5933,sammler,5
1061,22_5933,anlassbezogen,3
1062,22_5933,recyclinghöfe,3
1063,22_5933,recyclinghof,3
1064,22_5933,wirken,3
1065,22_5933,geprüft,2
1066,22_5933,gelegentlichem,2
1067,22_5933,aktuell,2
1068,22_5933,polizei,2
1069,22_5933,zeit,2
1070,22_5933,regelmäßigem,2
1071,22_5933,eigentümer,2
1072,22_5933,erfolgt,2
1073,22_5933,betretungsverbote,2
1074,22_5933,gewerbetreibende,2
1075,22_5933,grundvermögen,2
1076,22_5933,liegen,2
1077,22_5933,schwarzer,2
1078,22_5933,einleitung,2
1079,22_5933,hinweise,2
1080,22_5992,kostensteigerungen,7
1081,22_5992,sollen,7
1082,22_5992,überlegungen,5
1083,22_5992,preissteigerungen,5
1084,22_5992,bau,5
1085,22_5992,teurer,5
1086,22_5992,projekte,5
1087,22_5992,dabei,5
1088,22_5992,bauvorhaben,4
1089,22_5992,bauen,4
1090,22_5992,auswirkungen,3
1091,22_5992,beschleunigung,3
1092,22_5992,aufgrund,3
1093,22_5992,bauprojekte,3
1094,22_5992,geplant,3
1095,22_5992,genannten,3
1096,22_5992,bauprojekten,3
1097,22_5992,steigenden,3
1098,22_5992,bürgerhäuser,3
1099,22_5992,bauaufträge,2
1100,22_5995,magistralen,14
1101,22_5995,bvm,9
1102,22_5995,vorgesehen,8
1103,22_5995,landstraße,7
1104,22_5995,bezirk,7
1105,22_5995,sülldorfer,6
1106,22_5995,magistrale,6
1107,22_5995,altona,5
1108,22_5995,bebauungspläne,5
1109,22_5995,vorhaben,5
1110,22_5995,vorbemerkung,5
1111,22_5995,meter,4
1112,22_5995,entlang,4
1113,22_5995,straßenquerschnitt,4
1114,22_5995,sülldorf,4
1115,22_5995,mobilitätswende,4
1116,22_5995,erfolgt,4
1117,22_5995,rad,4
1118,22_5995,str,4
1119,22_5995,eimsbüttel,4
1120,22_5996,liegenschaften,17
1121,22_5996,eladesäulen,13
1122,22_5996,möglich,8
1123,22_5996,verfügung,7
1124,22_5996,verwaltung,7
1125,22_5996,ladestationen,6
1126,22_5996,nutzen,6
1127,22_5996,beschäftigten,6
1128,22_5996,externen,6
1129,22_5996,plant,5
1130,22_5996,eladesäule,4
1131,22_5996,preis,4
1132,22_5996,erfolgt,4
1133,22_5996,stellen,4
1134,22_5996,planungen,4
1135,22_5996,bedingungen,4
1136,22_5996,betreiber,3
1137,22_5996,abrechnung,3
1138,22_5996,darüber,3
1139,22_5996,dienstwagen,3
1140,22_6052,berner,25
1141,22_6052,stieg,14
1142,22_6052,meiendorfer,14
1143,22_6052,straße,13
1144,22_6052,heerweg,13
1145,22_6052,saseler,13
1146,22_6052,brücke,12
1147,22_6052,bewohnbaren,7
1148,22_6052,bestand,7
1149,22_6052,bewohner,6
1150,22_6052,zustand,6
1151,22_6052,bewohnbar,5
1152,22_6052,wohneinheiten,4
1153,22_6052,unbewohnbarkeit,4
1154,22_6052,zuständigen,4
1155,22_6052,verfügungsberechtigte,3
1156,22_6052,bewohnerinnen,3
1157,22_6052,betroffenen,3
1158,22_6052,genossenschaft,3
1159,22_6052,neue,3
1160,22_6055,mängel,9
1161,22_6055,ekz,9
1162,22_6055,steilshoop,7
1163,22_6055,eigentümer,4
1164,22_6055,asd,4
1165,22_6055,geprüft,4
1166,22_6055,zuständigen,4
1167,22_6055,festgestellt,3
1168,22_6055,bezirksamtes,3
1169,22_6055,bauaufsichtsbehörde,3
1170,22_6055,fsü,3
1171,22_6055,unwirtschaftlich,3
1172,22_6055,landesbetrieb,3
1173,22_6055,immobilienmanagement,3
1174,22_6055,hauptschau,3
1175,22_6055,übrigen,3
1176,22_6055,grundvermögen,3
1177,22_6055,mängeln,2
1178,22_6055,ankauf,2
1179,22_6055,hintergrund,2
1180,22_6059,umsetzung,8
1181,22_6059,grünen,6
1182,22_6059,grüne,6
1183,22_6059,netz,6
1184,22_6059,sollen,6
1185,22_6059,umgesetzt,5
1186,22_6059,wegelücken,4
1187,22_6059,netzes,4
1188,22_6059,machbarkeitsstudien,4
1189,22_6059,anlassbezogen,4
1190,22_6059,lückenschlussmaßnahmen,3
1191,22_6059,lückenschlussprogramm,3
1192,22_6059,lückenschlussprogramms,3
1193,22_6059,bebauungsplanverfahren,3
1194,22_6059,angebotsplanungen,3
1195,22_6059,priorisierten,3
1196,22_6059,bauliche,3
1197,22_6059,qualitäten,3
1198,22_6059,grundvermögen,3
1199,22_6059,grundstücke,3
1200,22_6075,plangebiet,31
1201,22_6075,planung,24
1202,22_6075,stellingen,22
1203,22_6075,landschaftsprogramms,20
1204,22_6075,wohnbauflächen,19
1205,22_6075,flächennutzungsplans,19
1206,22_6075,grund,18
1207,22_6075,kleingärten,17
1208,22_6075,hmbgvbl,16
1209,22_6075,schutzgut,16
1210,22_6075,südlich,15
1211,22_6075,plangebiets,15
1212,22_6075,grünflächen,14
1213,22_6075,fassung,14
1214,22_6075,auswirkungen,13
1215,22_6075,freie,13
1216,22_6075,geändert,12
1217,22_6075,spannskamps,12
1218,22_6075,ebene,12
1219,22_6075,absatz,12
1220,22_6076,position,40
1221,22_6076,erträge,32
1222,22_6076,aufwendungen,26
1223,22_6076,plan,26
1224,22_6076,immobilienmanagement,24
1225,22_6076,landesbetrieb,22
1226,22_6076,grundvermögen,22
1227,22_6076,ausgewiesen,21
1228,22_6076,wirtschaftsplan,21
1229,22_6076,tsd,21
1230,22_6076,bzw,21
1231,22_6076,eurtsd,20
1232,22_6076,insbesondere,19
1233,22_6076,produktgruppe,15
1234,22_6076,investitionen,14
1235,22_6076,wirtschaftsplanposition,14
1236,22_6076,ab,13
1237,22_6076,erfolgt,12
1238,22_6076,verschiebungen,12
1239,22_6076,hinaus,11
1240,22_6078,wasserverbände,5
1241,22_6078,wasser,3
1242,22_6078,bodenverbände,3
1243,22_6078,zuschüsse,2
1244,22_6078,verbandes,2
1245,22_6078,schöpfwerke,2
1246,22_6078,gutachten,2
1247,22_6078,große,2
1248,22_6078,flächenversiegelung,2
1249,22_6078,mitarbeiter,2
1250,22_6078,unterstützen,2
1251,22_6078,stadtteile,1
1252,22_6078,gerade,1
1253,22_6078,größere,1
1254,22_6078,unterstützt,1
1255,22_6078,starkregenereignissen,1
1256,22_6078,ausstattung,1
1257,22_6078,vereinen,1
1258,22_6078,schulz,1
1259,22_6078,betr,1
1260,22_6093,thema,16
1261,22_6093,ziel,16
1262,22_6093,veranstaltung,14
1263,22_6093,termin,14
1264,22_6093,einladung,13
1265,22_6093,tabelle,12
1266,22_6093,eingeladen,12
1267,22_6093,db,12
1268,22_6093,ag,11
1269,22_6093,lawaetzstiftung,9
1270,22_6093,altona,9
1271,22_6093,teilnehmendenzahl,8
1272,22_6093,sternbrücke,7
1273,22_6093,veranstaltungen,7
1274,22_6093,netz,7
1275,22_6093,august,6
1276,22_6093,bürgerinnen,5
1277,22_6093,information,5
1278,22_6093,öffentlichkeit,5
1279,22_6093,interessierte,5
1280,22_6119,naturschutzrat,37
1281,22_6119,naturschutzrates,27
1282,22_6119,bukea,22
1283,22_6119,ausgleichsmaßnahmen,21
1284,22_6119,hätten,15
1285,22_6119,verfahren,15
1286,22_6119,könne,14
1287,22_6119,denen,14
1288,22_6119,jedoch,13
1289,22_6119,gebe,13
1290,22_6119,umsetzung,12
1291,22_6119,ausgleich,12
1292,22_6119,bericht,12
1293,22_6119,artenkenntnissen,11
1294,22_6119,anwendung,11
1295,22_6119,zudem,10
1296,22_6119,artenkenntnisse,10
1297,22_6119,mehr,10
1298,22_6119,gegeben,9
1299,22_6119,fraktion,9
1300,22_6120,deichlinie,46
1301,22_6120,hätten,28
1302,22_6120,zweiten,24
1303,22_6120,senatsvertreterinnen,23
1304,22_6120,könne,23
1305,22_6120,gebe,22
1306,22_6120,meter,21
1307,22_6120,hochwasserschutz,19
1308,22_6120,jedoch,18
1309,22_6120,sogenannten,16
1310,22_6120,erklärten,16
1311,22_6120,bemessungswasserstand,14
1312,22_6120,müsse,13
1313,22_6120,ersten,13
1314,22_6120,deiche,13
1315,22_6120,sodass,12
1316,22_6120,könnten,11
1317,22_6120,müssten,11
1318,22_6120,daher,11
1319,22_6120,erst,11
1320,22_6149,rhb,9
1321,22_6149,rückhaltebecken,7
1322,22_6149,gewässer,7
1323,22_6149,nächsten,5
1324,22_6149,entschlammt,5
1325,22_6149,becken,4
1326,22_6149,zwei,4
1327,22_6149,bedarfsplanung,4
1328,22_6149,sollen,4
1329,22_6149,zuständigkeit,3
1330,22_6149,hw,3
1331,22_6149,bezirke,3
1332,22_6149,einleitung,3
1333,22_6149,teilweise,3
1334,22_6149,entschlammung,3
1335,22_6149,bezirksämter,3
1336,22_6149,bezirk,2
1337,22_6149,unterteilt,2
1338,22_6149,bezirken,2
1339,22_6149,erarbeitet,2
1340,22_6163,plan,48
1341,22_6163,produktgruppe,26
1342,22_6163,bisherverändbetragfort,22
1343,22_6163,mio,16
1344,22_6163,höhe,15
1345,22_6163,tsd,13
1346,22_6163,neufort,12
1347,22_6163,hafen,9
1348,22_6163,hpa,8
1349,22_6163,einzelplan,8
1350,22_6163,transferleistungen,7
1351,22_6163,innovation,6
1352,22_6163,erlöse,6
1353,22_6163,erfolgt,6
1354,22_6163,bereitstellung,6
1355,22_6163,kontenbereich,6
1356,22_6163,mittel,6
1357,22_6163,aufgaben,6
1358,22_6163,ergibt,5
1359,22_6163,haushaltsjahr,4
1360,22_6167,gebe,21
1361,22_6167,gebiete,15
1362,22_6167,senatsvertreterinnen,14
1363,22_6167,planen,14
1364,22_6167,beispielsweise,13
1365,22_6167,rise,12
1366,22_6167,handelnseite,12
1367,22_6167,abgeordneten,11
1368,22_6167,fragten,11
1369,22_6167,gebiet,11
1370,22_6167,geprüft,10
1371,22_6167,könnten,9
1372,22_6167,programme,9
1373,22_6167,hinblick,9
1374,22_6167,mio,9
1375,22_6167,quartier,9
1376,22_6167,projekte,9
1377,22_6167,risegebieten,9
1378,22_6167,förderung,8
1379,22_6167,sozialmonitoring,8
1380,22_6169,hummelsbüttel,12
1381,22_6169,genannten,8
1382,22_6169,mehrzweckhalle,7
1383,22_6169,feuerwehr,6
1384,22_6169,planungen,5
1385,22_6169,machbarkeitsstudie,5
1386,22_6169,informationsveranstaltung,4
1387,22_6169,ergebnis,4
1388,22_6169,abstimmungsergebnisse,4
1389,22_6169,bau,4
1390,22_6169,ergebnisse,4
1391,22_6169,standort,4
1392,22_6169,fachbehörde,4
1393,22_6169,bezirkliche,4
1394,22_6169,interesse,4
1395,22_6169,bezirk,4
1396,22_6169,zuständige,4
1397,22_6169,festplatz,4
1398,22_6169,inzwischen,3
1399,22_6169,weiteren,3
1400,22_6245,rückhaltebecken,10
1401,22_6245,rhb,6
1402,22_6245,gewässer,5
1403,22_6245,zuständigkeit,4
1404,22_6245,wasser,4
1405,22_6245,jedoch,3
1406,22_6245,rahmenbedingungen,3
1407,22_6245,umweltbehörde,3
1408,22_6245,funktionalität,2
1409,22_6245,bezirksämter,2
1410,22_6245,wenig,2
1411,22_6245,sodass,2
1412,22_6245,gelten,2
1413,22_6245,geltenden,2
1414,22_6245,zurückgehalten,2
1415,22_6245,eingezäunt,2
1416,22_6245,teilt,2
1417,22_6245,rechtlichen,2
1418,22_6245,wandsbek,2
1419,22_6245,abwasseranlagen,2
1420,22_6268,öffentlichkeitsbeteiligung,8
1421,22_6268,möge,8
1422,22_6268,dafür,7
1423,22_6268,sorge,6
1424,22_6268,gemäß,6
1425,22_6268,auslegung,6
1426,22_6268,tragen,6
1427,22_6268,bürger,5
1428,22_6268,menschen,5
1429,22_6268,märz,4
1430,22_6268,öffentlichkeit,4
1431,22_6268,beteiligung,4
1432,22_6268,anforderungen,4
1433,22_6268,durchgeführt,4
1434,22_6268,öffentlich,4
1435,22_6268,bebauungspläne,3
1436,22_6268,unterlagen,3
1437,22_6268,öffentliche,3
1438,22_6268,müssen,3
1439,22_6268,beispiel,3
1440,22_6293,katastrophenschutz,10
1441,22_6293,bevölkerung,6
1442,22_6293,mowas,6
1443,22_6293,bürger,5
1444,22_6293,meldungen,5
1445,22_6293,mittel,5
1446,22_6293,katastrophenschutzes,5
1447,22_6293,nina,4
1448,22_6293,oft,4
1449,22_6293,warnapp,4
1450,22_6293,warnmittel,4
1451,22_6293,warnmeldungen,4
1452,22_6293,sinne,4
1453,22_6293,katastrophe,4
1454,22_6293,mehr,4
1455,22_6293,warnung,4
1456,22_6293,katastrophenfälle,4
1457,22_6293,tornados,3
1458,22_6293,stadtinformationstafeln,3
1459,22_6293,wasserstand,3
1460,22_6335,klima,8
1461,22_6335,energie,8
1462,22_6335,umwelt,8
1463,22_6335,wohneinheiten,6
1464,22_6335,billstedt,6
1465,22_6335,öjendorfer,6
1466,22_6335,stadtentwicklungsausschuss,6
1467,22_6335,senatsvertreterinnen,5
1468,22_6335,september,5
1469,22_6335,östlich,4
1470,22_6335,antrag,4
1471,22_6335,fraktion,4
1472,22_6335,ausschuss,4
1473,22_6335,ebenfalls,4
1474,22_6335,freie,4
1475,22_6335,westlich,4
1476,22_6335,see,4
1477,22_6335,haferblöcken,4
1478,22_6335,hamburgischen,4
1479,22_6335,solle,4
1480,22_6413,veddel,28
1481,22_6413,grasbrook,26
1482,22_6413,nördliche,15
1483,22_6413,flurstück,14
1484,22_6413,bereich,12
1485,22_6413,flurstücks,11
1486,22_6413,absatz,10
1487,22_6413,flurstücke,10
1488,22_6413,vorbehaltsgebiet,8
1489,22_6413,anlage,8
1490,22_6413,moldauhafen,7
1491,22_6413,entwicklung,7
1492,22_6413,hamburgmitte,7
1493,22_6413,bauleitplanfeststellungsgesetz,6
1494,22_6413,ca,6
1495,22_6413,geltungsbereich,6
1496,22_6413,neue,6
1497,22_6413,zuständigkeit,5
1498,22_6413,kleiner,5
1499,22_6413,weiterübertragungsverordnungbau,5
1500,22_6418,überschwemmungen,6
1501,22_6418,starkregen,6
1502,22_6418,messungen,5
1503,22_6418,grenzgraben,4
1504,22_6418,wandsbek,4
1505,22_6418,wiesenweg,4
1506,22_6418,rhb,4
1507,22_6418,rückhaltebecken,4
1508,22_6418,teilt,3
1509,22_6418,abgeschlossen,3
1510,22_6418,straßen,3
1511,22_6418,genannten,3
1512,22_6418,oben,3
1513,22_6418,bürgerinnen,3
1514,22_6418,katastrophenfall,3
1515,22_6418,hinaus,3
1516,22_6418,blakshörn,3
1517,22_6418,darüber,3
1518,22_6418,wasser,3
1519,22_6418,bürger,3
1520,22_6428,ifb,4
1521,22_6428,wohneigentum,4
1522,22_6428,ab,3
1523,22_6428,neubau,3
1524,22_6428,kfw,3
1525,22_6428,eigenheim,2
1526,22_6428,absicherung,2
1527,22_6428,einleitung,2
1528,22_6428,bauvorhaben,2
1529,22_6428,zudem,2
1530,22_6428,entwicklung,2
1531,22_6428,flächenländern,2
1532,22_6428,gebrauchtimmobilien,2
1533,22_6428,aufschlüsseln,2
1534,22_6428,förderung,2
1535,22_6428,quelle,2
1536,22_6428,eigenheimförderung,2
1537,22_6428,wert,2
1538,22_6428,tabelle,2
1539,22_6428,alter,2
1540,22_6446,baustufenpläne,10
1541,22_6446,bebauungspläne,5
1542,22_6446,baustufenplänen,5
1543,22_6446,absatz,4
1544,22_6446,planrecht,4
1545,22_6446,festsetzungen,4
1546,22_6446,wohngebiete,3
1547,22_6446,grundstücksfläche,3
1548,22_6446,angemessen,2
1549,22_6446,neuere,2
1550,22_6446,ausgewiesen,2
1551,22_6446,entsprechenden,2
1552,22_6446,hamburgs,2
1553,22_6446,überbaubaren,2
1554,22_6446,überführung,2
1555,22_6446,enthalten,2
1556,22_6446,spd,2
1557,22_6446,gemäß,2
1558,22_6446,sinne,2
1559,22_6446,sektoralen,2
1560,22_6447,hafencity,18
1561,22_6447,stadtteil,7
1562,22_6447,dabei,4
1563,22_6447,entwicklung,3
1564,22_6447,sollen,3
1565,22_6447,überwiegend,3
1566,22_6447,anforderungen,3
1567,22_6447,umsetzung,3
1568,22_6447,hohen,3
1569,22_6447,biodiversität,3
1570,22_6447,bewohnerinnen,3
1571,22_6447,förderung,3
1572,22_6447,form,3
1573,22_6447,kleinteilige,2
1574,22_6447,oben,2
1575,22_6447,schaffung,2
1576,22_6447,fraktion,2
1577,22_6447,letzten,2
1578,22_6447,neben,2
1579,22_6447,freizeit,2
1580,22_6448,sozerhvo,9
1581,22_6448,wohnbevölkerung,5
1582,22_6448,gebieten,5
1583,22_6448,verdrängung,4
1584,22_6448,vorkaufsrechts,4
1585,22_6448,vorkaufsrecht,4
1586,22_6448,urteil,4
1587,22_6448,auswirkungen,4
1588,22_6448,verdrängungsgefahr,4
1589,22_6448,städtebaulichen,3
1590,22_6448,baugesetzbuch,3
1591,22_6448,zusammensetzung,3
1592,22_6448,ausübung,3
1593,22_6448,nummer,3
1594,22_6448,ziel,3
1595,22_6448,gebiete,3
1596,22_6448,ovg,3
1597,22_6448,absatz,3
1598,22_6448,dafür,3
1599,22_6448,leben,3
1600,22_6451,vorkaufsrecht,7
1601,22_6451,mieterinnen,6
1602,22_6451,mieten,5
1603,22_6451,kommunen,4
1604,22_6451,vorkaufsrechts,4
1605,22_6451,mieter,4
1606,22_6451,sozialen,4
1607,22_6451,baugesetzbuch,4
1608,22_6451,leistbaren,3
1609,22_6451,verdrängung,3
1610,22_6451,zukünftige,3
1611,22_6451,beispiel,3
1612,22_6451,orientiert,3
1613,22_6451,antrag,3
1614,22_6451,berlin,3
1615,22_6451,deshalb,2
1616,22_6451,unterhalb,2
1617,22_6451,stehenden,2
1618,22_6451,preis,2
1619,22_6451,milieuschutzgebieten,2
1620,22_6462,rhb,11
1621,22_6462,mehr,6
1622,22_6462,realisiert,6
1623,22_6462,heute,5
1624,22_6462,umgesetzt,5
1625,22_6462,mischwasserrückhaltebecken,4
1626,22_6462,bisher,4
1627,22_6462,winterhuder,3
1628,22_6462,bplan,3
1629,22_6462,gremien,3
1630,22_6462,sollen,3
1631,22_6462,rückhaltebecken,3
1632,22_6462,kai,3
1633,22_6462,ausbaustufe,2
1634,22_6462,planung,2
1635,22_6462,bezirklichen,2
1636,22_6462,nummer,2
1637,22_6462,hierüber,2
1638,22_6462,absatz,2
1639,22_6462,nachvollzogen,2
1640,22_6485,eigentümerin,6
1641,22_6485,schilleroper,6
1642,22_6485,rotunde,5
1643,22_6485,konstruktion,5
1644,22_6485,wintersicherung,4
1645,22_6485,anträge,3
1646,22_6485,august,3
1647,22_6485,gegenstand,3
1648,22_6485,liegt,3
1649,22_6485,jeweilige,3
1650,22_6485,vorkaufsrechts,2
1651,22_6485,gestoppt,2
1652,22_6485,kleine,2
1653,22_6485,denkmalschutzamt,2
1654,22_6485,schriftliche,2
1655,22_6485,ausübung,2
1656,22_6485,st,2
1657,22_6485,denkmalgeschützten,2
1658,22_6485,gestellt,2
1659,22_6485,veräußerung,2
1660,22_6540,adler,27
1661,22_6540,group,26
1662,22_6540,consus,24
1663,22_6540,städtebaulichen,18
1664,22_6540,vertrag,17
1665,22_6540,holstenareal,14
1666,22_6540,falls,13
1667,22_6540,neuländer,11
1668,22_6540,korallusviertel,11
1669,22_6540,grundstücke,11
1670,22_6540,frei,10
1671,22_6540,real,10
1672,22_6540,neues,10
1673,22_6540,estate,10
1674,22_6540,weshalb,9
1675,22_6540,baugemeinschaften,9
1676,22_6540,bafin,8
1677,22_6540,ca,8
1678,22_6540,quarree,7
1679,22_6540,finanzierten,7
1680,22_6564,grundstücke,8
1681,22_6564,bramfeld,3
1682,22_6564,agv,3
1683,22_6564,daten,2
1684,22_6564,angedacht,2
1685,22_6564,november,2
1686,22_6564,grundstücks,2
1687,22_6564,ungenutzt,2
1688,22_6564,sollen,2
1689,22_6564,bisher,2
1690,22_6564,stadtteilen,2
1691,22_6564,stichtag,2
1692,22_6564,ausgeschrieben,2
1693,22_6564,farmsenberne,2
1694,22_6564,ausschreibung,2
1695,22_6564,erbbaurecht,2
1696,22_6564,fabriciusstieg,2
1697,22_6564,grundvermögen,2
1698,22_6564,steilshoop,2
1699,22_6564,aktuell,1
1700,22_6573,süderelbe,20
1701,22_6573,este,13
1702,22_6573,alten,12
1703,22_6573,verbände,8
1704,22_6573,entwässerung,8
1705,22_6573,be,7
1706,22_6573,lf,6
1707,22_6573,beispiel,6
1708,22_6573,bau,6
1709,22_6573,sperrtiden,6
1710,22_6573,raum,6
1711,22_6573,schöpfwerk,6
1712,22_6573,harburg,5
1713,22_6573,nhn,5
1714,22_6573,schöpfwerke,5
1715,22_6573,gräben,5
1716,22_6573,schleusenverband,5
1717,22_6573,szenarien,5
1718,22_6573,nf,5
1719,22_6573,wasser,5
1720,22_6593,htv,19
1721,22_6593,hamburgmitte,8
1722,22_6593,hunde,8
1723,22_6593,möglich,8
1724,22_6593,tierheims,7
1725,22_6593,tierheim,7
1726,22_6593,erweiterungsfläche,6
1727,22_6593,halterin,6
1728,22_6593,halter,6
1729,22_6593,hund,6
1730,22_6593,neue,6
1731,22_6593,tierheimgelände,5
1732,22_6593,tiere,5
1733,22_6593,bisherigen,5
1734,22_6593,tierseuchenrechtlichen,4
1735,22_6593,phv,4
1736,22_6593,verfahren,4
1737,22_6593,auftrag,4
1738,22_6593,richtet,4
1739,22_6593,zuständigen,4
1740,22_6595,diebsteich,25
1741,22_6595,solle,24
1742,22_6595,altona,23
1743,22_6595,musikhalle,21
1744,22_6595,seite,21
1745,22_6595,mitte,21
1746,22_6595,vu,17
1747,22_6595,senatsvertreterinnen,16
1748,22_6595,könne,14
1749,22_6595,bereich,14
1750,22_6595,städtebauliche,14
1751,22_6595,sollen,14
1752,22_6595,entwicklungsmaßnahme,13
1753,22_6595,arge,11
1754,22_6595,grit,11
1755,22_6595,hätten,10
1756,22_6595,entwicklung,10
1757,22_6595,hinblick,10
1758,22_6595,untersuchungen,10
1759,22_6595,müsse,10
1760,22_6608,markthochlauf,6
1761,22_6608,deutschland,5
1762,22_6608,bundesregierung,5
1763,22_6608,infrastruktur,4
1764,22_6608,senken,4
1765,22_6608,daher,4
1766,22_6608,wasserstoff,4
1767,22_6608,festlegung,4
1768,22_6608,strompreise,4
1769,22_6608,schneller,4
1770,22_6608,beschleunigen,4
1771,22_6608,tankstellen,3
1772,22_6608,möglichen,3
1773,22_6608,aufbau,3
1774,22_6608,grünem,2
1775,22_6608,elektrolyseur,2
1776,22_6608,rahmenbedingungen,2
1777,22_6608,grundstücke,2
1778,22_6608,minimum,2
1779,22_6608,wasserstofftechnologien,2
1780,22_6609,trinkwasser,4
1781,22_6609,brauchwasser,3
1782,22_6609,wäre,3
1783,22_6609,freie,2
1784,22_6609,einsparpotenziale,2
1785,22_6609,wasserverbrauch,2
1786,22_6609,hitzewelle,2
1787,22_6609,entsprechend,2
1788,22_6609,hätten,2
1789,22_6609,daher,2
1790,22_6609,verbote,2
1791,22_6609,jedoch,2
1792,22_6609,beschäftigte,2
1793,22_6609,beispielsweise,2
1794,22_6609,maßnahme,1
1795,22_6609,befüllen,1
1796,22_6609,liefern,1
1797,22_6609,kleibauer,1
1798,22_6609,erstellen,1
1799,22_6609,fraglich,1
1800,22_6611,förderprogramm,4
1801,22_6611,entsiegeln,3
1802,22_6611,müssen,3
1803,22_6611,entsiegelung,2
1804,22_6611,dezember,2
1805,22_6611,freiwilligen,2
1806,22_6611,antrag,2
1807,22_6611,grundeigentümer,2
1808,22_6611,betr,1
1809,22_6611,vl,1
1810,22_6611,schaffen,1
1811,22_6611,bauordnung,1
1812,22_6611,förderungen,1
1813,22_6611,eckard,1
1814,22_6611,vollpflasterungen,1
1815,22_6611,ebenso,1
1816,22_6611,möge,1
1817,22_6611,eigentlich,1
1818,22_6611,urbane,1
1819,22_6611,gamm,1
1820,22_6634,immobilien,19
1821,22_6634,übrigen,16
1822,22_6634,erhalten,15
1823,22_6634,anlage,12
1824,22_6634,sollen,12
1825,22_6634,städtische,11
1826,22_6634,dachbegrünung,11
1827,22_6634,weisen,10
1828,22_6634,städtischen,10
1829,22_6634,objekte,10
1830,22_6634,gebäuden,9
1831,22_6634,aktuell,9
1832,22_6634,fotovoltaikanlage,8
1833,22_6634,hes,8
1834,22_6634,gwh,8
1835,22_6634,anzugeben,8
1836,22_6634,sanierungsmaßnahmen,8
