ID,entity_group,word,score,doc_num,lat,lon
113,LOC,Hamburg fuhlsbüttel,0.9927282333374025,2022-01-21,53.6331486,9.9881521
114,COM,Hamburg innenstadt,0.0,2022-01-21,53.5461719,9.982527408409034
115,LOC,kalifornien,0.9999871253967284,2022-01-21,36.7014631,-118.755997
116,LOC,santa fu,0.99994295835495,2022-01-21,53.62131575,10.020972458901305
117,LOC,st pauli hamburg,0.9999802112579346,2022-01-21,53.5539347,9.9594316
118,LOC,berlin,0.9999948740005492,2022-01-24,52.5170365,13.3888599
119,LOC,bremen,0.9594455361366272,2022-01-24,53.0758196,8.8071646
120,LOC,Hamburg barmbek,0.9999902248382568,2022-01-24,53.5873864,10.0449416
121,LOC,hansestadt hamburg,0.987738311290741,2022-01-24,53.4125524,10.1821509
122,LOC,antwerpen,0.9999955892562866,2022-01-25,51.2211097,4.3997081
123,LOC,berlin,0.9999959468841552,2022-01-25,52.5170365,13.3888599
124,LOC,broadway,0.9998958110809326,2022-01-25,40.8384885,-73.9418259
125,LOC,Hamburg elbe,0.9923122525215148,2022-01-25,53.4708043,10.1578635
127,LOC,hamburger hafen,0.9999696016311646,2022-01-25,51.2177075,6.7413292
129,LOC,new york,0.9999814629554749,2022-01-25,40.7127281,-74.0060152
130,LOC,nordsee,0.9999897480010986,2022-01-25,56.74123355,2.8911717166880475
131,LOC,rotterdam,0.999996304512024,2022-01-25,51.9244424,4.47775
132,LOC,berlin,0.9999953508377076,2022-01-26,52.5170365,13.3888599
133,LOC,Hamburg altona,0.9997621178627014,2022-01-26,53.5521527,9.9345653
134,LOC,Rheinland hamburg,0.9999933242797852,2022-01-26,50.2314634,6.2872272
137,LOC,santa cruz,0.9999569058418274,2022-01-27,28.469648,-16.2540884
138,LOC,südamerika,0.9934940934181212,2022-01-27,-21.0002179,-61.0006565
139,LOC,afghanistan,0.9999816417694092,2022-01-28,33.7680065,66.2385139
140,LOC,Hamburg barmbek,0.9999945163726808,2022-01-28,53.5873864,10.0449416
142,COM,Hamburg innenstadt,0.0,2022-01-28,53.5461719,9.982527408409034
143,COM,Hamburg innenstadt,0.0,2022-01-31,53.5461719,9.982527408409034
144,LOC,wartenau hamburg,0.7121576070785522,2022-01-31,53.5646508,10.0354076
145,LOC,Hamburg elbe,0.9994553923606871,2022-02-01,53.4708043,10.1578635
146,LOC,Hamburg horner kreisel,0.9998743534088136,2022-02-01,53.559064,10.0700619
147,COM,Hamburg innenstadt,0.0,2022-02-01,53.5461719,9.982527408409034
148,LOC,moorburg Hamburg,0.9999886751174928,2022-02-01,53.4878001,9.9374768
149,LOC,norddeutschland,0.9999939203262328,2022-02-01,51.4697322,6.5673564
151,LOC,nordseeküste,0.9253471493721008,2022-02-01,53.7216162,8.592088752329957
154,LOC,süden,0.9774640202522278,2022-02-01,-28.19342825,-51.99424589964765
155,LOC,amsterdam,0.9999961853027344,2022-02-02,52.3727598,4.8936041
156,LOC,hafencity Hamburg,0.9998036026954652,2022-02-02,53.5429127,9.9958346
158,LOC,niederlande,0.9999936819076538,2022-02-02,52.15517,5.38721
159,LOC,venedig,0.99997878074646,2022-02-02,45.4371908,12.3345898
160,LOC,wandsbek hamburg,0.9999698400497437,2022-02-02,53.5760029,10.0755348
161,LOC,wilhelmsburg hamburg,0.9999865293502808,2022-02-02,53.4922921,9.9962167
162,COM,stadthausbrücke,0.0,2022-02-03,53.5495104,9.984929
163,LOC,Fazle-omar-moschee,0.9999167919158936,2022-02-04,53.58353565,9.943311738621645
164,LOC,Hamburg dammtor,0.996934413909912,2022-02-04,53.5611136,9.9894307
165,LOC,norddeutschland,0.9999946355819702,2022-02-04,51.4697322,6.5673564
167,LOC,stellingen hamburg,0.977393627166748,2022-02-04,53.58908555,9.930555102255859
168,LOC,berlin,0.999988317489624,2022-02-07,52.5170365,13.3888599
169,LOC,friesack,0.9999687671661376,2022-02-07,52.7395263,12.5782641
170,LOC,Friesack brandenburg,0.9999949932098388,2022-02-07,52.7395263,12.5782641
171,LOC,hafencity Hamburg,0.9996308088302612,2022-02-07,53.5429127,9.9958346
172,LOC,Hamburg elbe,0.9989450573921204,2022-02-07,53.4708043,10.1578635
174,LOC,hansestadt hamburg,0.922441065311432,2022-02-07,53.4125524,10.1821509
175,LOC,heiligengeistfeld,0.9999862909317015,2022-02-07,53.55406175,9.970727738526076
176,LOC,herbertstraße hamburg,0.9999842643737792,2022-02-07,53.5480667,9.9619391
177,LOC,paulinenaue Brandenburg,0.9999514818191528,2022-02-07,52.6754313,12.7125263
178,LOC,reeperbahn hamburg,0.9999858140945436,2022-02-07,53.5496384,9.9574524
179,LOC,speicherstadt hamburg,0.7363543510437012,2022-02-07,53.5440149,9.9869792
181,LOC,wilhelmsburg hamburg,0.999995231628418,2022-02-07,53.4922921,9.9962167
182,LOC,museum für hamburgische,0.9959123730659484,2022-02-08,53.5510825,9.97325837206009
184,LOC,südamerika,0.9999563694000244,2022-02-08,-21.0002179,-61.0006565
185,LOC,bremen,0.999976634979248,2022-02-09,53.0758196,8.8071646
187,LOC,gambia,0.9999865293502808,2022-02-09,13.470062,-15.4900464
188,LOC,Hamburg altona,0.999970316886902,2022-02-09,53.5521527,9.9345653
190,LOC,Hamburg elbe,0.9956896901130676,2022-02-09,53.4708043,10.1578635
192,LOC,hamburgisches wattenmeer,0.999925136566162,2022-02-09,53.91761835,8.461341165974604
193,LOC,hansestadt hamburg,0.9991810917854308,2022-02-09,53.4125524,10.1821509
194,LOC,italien,0.9999862909317015,2022-02-09,42.6384261,12.674297
195,LOC,niedersachsen,0.9999837875366212,2022-02-09,52.8398531,9.075962
196,LOC,scharhörn,0.99995756149292,2022-02-09,53.9590139,8.448440414876478
197,LOC,Schleswig holstein,0.9999829530715942,2022-02-09,54.1853998,9.8220089
198,LOC,Hamburg bramfeld,0.9999889135360718,2022-02-10,53.80986375,10.308356550000001
200,LOC,niedersachsen,0.9999903440475464,2022-02-10,52.8398531,9.075962
202,LOC,scharhörn,0.9997476935386658,2022-02-10,53.9590139,8.448440414876478
203,LOC,steilshooper allee hamburg,0.9999793171882628,2022-02-10,53.6087998,10.072744
204,LOC,Hamburg altona,0.9997856020927428,2022-02-11,53.5521527,9.9345653
205,LOC,Hamburg elbstrand,0.9945183396339417,2022-02-11,53.544272,9.910098926654547
206,LOC,südamerika,0.9998983144760132,2022-02-11,-21.0002179,-61.0006565
207,LOC,freihafenelbbrücke Hamburg,0.9970934391021729,2022-02-14,53.5326936,10.0218293
208,LOC,Hamburg bahrenfeld,0.9999639987945556,2022-02-14,53.5623478,9.8989237
210,LOC,holstenstraße hamburg,0.9999774694442748,2022-02-14,53.5618787,9.9492505
211,LOC,laeiszhalle Hamburg,0.9999648332595824,2022-02-14,53.556096600000004,9.981076636744
212,LOC,volkspark hamburg,0.7968672513961792,2022-02-14,53.581041299999995,9.905589225257017
213,LOC,achterschlag,0.9462980628013612,2022-02-15,53.4729492,10.2304016
214,LOC,curslack,0.999711573123932,2022-02-15,53.4490678,10.2290905
216,LOC,Dove-elbe,0.9998174607753754,2022-02-15,53.4708043,10.1578635
217,LOC,Hamburg bergedorf,0.9999853372573853,2022-02-15,53.476116,10.2099495
219,LOC,Hamburg elbe,0.9998905658721924,2022-02-15,53.4708043,10.1578635
222,LOC,südamerika,0.9992842078208924,2022-02-15,-21.0002179,-61.0006565
223,LOC,europa,0.9999663829803468,2022-02-16,51,10
224,LOC,frankfurt am main,0.999975085258484,2022-02-16,50.1106444,8.6820917
225,LOC,irland,0.999982476234436,2022-02-16,52.865196,-7.9794599
226,LOC,spanien,0.9999821186065674,2022-02-16,39.3260685,-4.8379791
227,LOC,usa,0.9999661445617676,2022-02-16,39.7837304,-100.445882
229,LOC,wilhelmsburg hamburg,0.9999924898147584,2022-02-17,53.4922921,9.9962167
231,LOC,Hamburg eppendorf,0.9999905824661256,2022-02-18,53.5903912,9.9868771
232,LOC,niedersachsen,0.9999924898147584,2022-02-18,52.8398531,9.075962
233,LOC,niedersachsen,0.9999880790710448,2022-02-18,52.8398531,9.075962
234,LOC,scharhörn,0.9998101592063904,2022-02-18,53.9590139,8.448440414876478
235,LOC,Schleswig holstein,0.9999810457229614,2022-02-18,54.1853998,9.8220089
236,LOC,Fehmarnbelt-tunnel,0.9999806880950928,2022-02-21,54.5031224,11.2382904
237,LOC,Hamburg bahrenfeld,0.999941349029541,2022-02-21,53.5623478,9.8989237
238,LOC,Hamburg eilbek,0.9999657869338988,2022-02-21,53.5668105,10.0467025
239,LOC,Hamburg elbe,0.9997859597206116,2022-02-21,53.4708043,10.1578635
241,LOC,helgoland,0.9999916553497314,2022-02-21,54.18004525,7.885362101180695
242,LOC,neuwerk hamburg,0.999897837638855,2022-02-21,51.7525773,10.8737048
243,LOC,nordsee,0.999990463256836,2022-02-21,56.74123355,2.8911717166880475
245,LOC,scharhörn,0.9999561309814452,2022-02-21,53.9590139,8.448440414876478
248,LOC,Schleswig holstein,0.9999912977218628,2022-02-21,54.1853998,9.8220089
249,COM,speicherstadt hamburg,0.0,2022-02-21,53.5440149,9.9869792
251,COM,Hamburg altstadt,0.0,2022-02-22,53.55049605,9.997775627725257
252,LOC,Hamburg bergedorf,0.999977707862854,2022-02-22,53.476116,10.2099495
253,LOC,Hamburg billstedt,0.9999828338623048,2022-02-22,53.524151,10.129382
258,LOC,husum,0.9999831914901732,2022-02-22,54.4853638,9.0538156
260,LOC,hamburger stadtpark,0.9992748498916626,2022-02-23,53.5950158,10.017819365259552
262,LOC,Schleswig holstein,0.9999949932098388,2022-02-23,54.1853998,9.8220089
263,COM,stadtpark hamburg,0.0,2022-02-23,53.5950158,10.017819365259552
265,LOC,baltikum,0.9999709129333496,2022-02-24,56.91732905,24.225800642550052
266,LOC,berlin,0.9999923706054688,2022-02-24,52.5170365,13.3888599
267,LOC,dresden,0.9999938011169434,2022-02-24,51.0493286,13.7381437
268,LOC,düsseldorf,0.9999955892562866,2022-02-24,51.2254018,6.7763137
269,LOC,europas,0.9999945163726808,2022-02-24,51.14825865,8.958095134724655
270,LOC,Hamburg altona,0.999951720237732,2022-02-24,53.5521527,9.9345653
274,LOC,hamburger hafen,0.9996042847633362,2022-02-24,51.2177075,6.7413292
276,LOC,köln,0.9999916553497314,2022-02-24,50.938361,6.959974
278,LOC,leipzig,0.9999951124191284,2022-02-24,51.3406321,12.3747329
