,date,word,frequency
1169,2022-03-15,geflüchteten,2
1170,2022-03-15,bernhardnochtinstitut,2
1171,2022-03-15,anopheles,2
1172,2022-03-15,darf,2
1173,2022-03-15,mückenarten,2
1174,2022-03-15,neue,2
1175,2022-03-15,krankheiten,2
1176,2022-03-15,schon,2
1177,2022-03-15,arbeiten,2
1178,2022-03-15,malaria,2
1179,2022-03-15,partei,2
1180,2022-03-16,haas,3
1181,2022-03-16,wegen,2
1182,2022-03-16,vielen,2
1183,2022-03-16,hilfe,2
1184,2022-03-16,wall,1
1185,2022-03-16,chorfestival,1
1186,2022-03-16,sei,1
1187,2022-03-16,daniel,1
1188,2022-03-16,bekommen,1
1189,2022-03-16,kollegen,1
1190,2022-03-16,freunde,1
1191,2022-03-16,bleibt,1
1192,2022-03-16,spenden,1
1193,2022-03-16,workshops,1
1194,2022-03-16,geht,1
1195,2022-03-16,andy,1
1196,2022-03-16,familie,1
1197,2022-03-16,buchhandlung,1
1198,2022-03-16,gesammelt,1
1199,2022-03-16,gerade,1
1200,2022-03-17,dallmann,6
1201,2022-03-17,welle,5
1202,2022-03-17,gerade,5
1203,2022-03-17,kunden,4
1204,2022-03-17,schon,4
1205,2022-03-17,diesel,4
1206,2022-03-17,wegen,4
1207,2022-03-17,trifft,4
1208,2022-03-17,zwei,4
1209,2022-03-17,drei,4
1210,2022-03-17,spritpreise,3
1211,2022-03-17,mal,3
1212,2022-03-17,müssen,3
1213,2022-03-17,job,3
1214,2022-03-17,gestern,3
1215,2022-03-17,sei,3
1216,2022-03-17,spediteure,3
1217,2022-03-17,cent,3
1218,2022-03-17,staat,3
1219,2022-03-17,läuft,2
1220,2022-03-18,scharhörn,8
1221,2022-03-18,schlick,6
1222,2022-03-18,stadt,4
1223,2022-03-18,elbschlick,4
1224,2022-03-18,niedersächsischen,3
1225,2022-03-18,ophelien,3
1226,2022-03-18,fahrrinne,3
1227,2022-03-18,sagte,3
1228,2022-03-18,gestern,3
1229,2022-03-18,hafen,2
1230,2022-03-18,sagt,2
1231,2022-03-18,vorhaben,2
1232,2022-03-18,vergangenen,2
1233,2022-03-18,wolters,2
1234,2022-03-18,leben,2
1235,2022-03-18,gab,2
1236,2022-03-18,sei,2
1237,2022-03-18,wirtschaftsbehörde,2
1238,2022-03-18,intensivstationen,2
1239,2022-03-18,abladen,2
1240,2022-03-21,sonntag,5
1241,2022-03-21,schneider,4
1242,2022-03-21,spinnen,4
1243,2022-03-21,versorgung,3
1244,2022-03-21,schneiders,3
1245,2022-03-21,tieren,3
1246,2022-03-21,charakter,3
1247,2022-03-21,jutta,3
1248,2022-03-21,gibt,3
1249,2022-03-21,ukraine,3
1250,2022-03-21,spd,2
1251,2022-03-21,eigentlich,2
1252,2022-03-21,starr,2
1253,2022-03-21,loss,2
1254,2022-03-21,universität,2
1255,2022-03-21,haus,2
1256,2022-03-21,gerade,2
1257,2022-03-21,forscherin,2
1258,2022-03-21,forschung,2
1259,2022-03-21,zeigt,2
1260,2022-03-22,jüdischen,7
1261,2022-03-22,stadt,7
1262,2022-03-22,stiftungen,7
1263,2022-03-22,juden,5
1264,2022-03-22,grundstücke,4
1265,2022-03-22,arisiert,3
1266,2022-03-22,reichsmark,3
1267,2022-03-22,worden,3
1268,2022-03-22,woche,3
1269,2022-03-22,jüdische,3
1270,2022-03-22,lippmann,3
1271,2022-03-22,gesundheitsbehörde,2
1272,2022-03-22,zahlreiche,2
1273,2022-03-22,hansestadt,2
1274,2022-03-22,gehörten,2
1275,2022-03-22,montag,2
1276,2022-03-22,bericht,2
1277,2022-03-22,laut,2
1278,2022-03-22,hauke,2
1279,2022-03-22,gerlach,2
1280,2022-03-23,kühne,8
1281,2022-03-23,online,6
1282,2022-03-23,escooter,4
1283,2022-03-23,sei,4
1284,2022-03-23,zahl,3
1285,2022-03-23,davon,3
1286,2022-03-23,christian,3
1287,2022-03-23,unfallopfer,3
1288,2022-03-23,familien,3
1289,2022-03-23,montag,3
1290,2022-03-23,daten,3
1291,2022-03-23,dienstag,3
1292,2022-03-23,alexander,3
1293,2022-03-23,chefarzt,2
1294,2022-03-23,etwa,2
1295,2022-03-23,dabei,2
1296,2022-03-23,wirtschaftsbehörde,2
1297,2022-03-23,escooterunfälle,2
1298,2022-03-23,rabe,2
1299,2022-03-23,selten,2
1300,2022-03-24,kurthen,7
1301,2022-03-24,kinder,6
1302,2022-03-24,online,6
1303,2022-03-24,schon,4
1304,2022-03-24,kinderärztin,4
1305,2022-03-24,praxis,3
1306,2022-03-24,zahl,3
1307,2022-03-24,miteinander,3
1308,2022-03-24,jahre,3
1309,2022-03-24,mittwoch,3
1310,2022-03-24,flughafen,3
1311,2022-03-24,müssen,3
1312,2022-03-24,eltern,3
1313,2022-03-24,dienstag,3
1314,2022-03-24,geführt,2
1315,2022-03-24,komplett,2
1316,2022-03-24,davon,2
1317,2022-03-24,denen,2
1318,2022-03-24,rathaus,2
1319,2022-03-24,reden,2
1320,2022-03-25,seit,5
1321,2022-03-25,schulte,5
1322,2022-03-25,ukraine,5
1323,2022-03-25,hafen,4
1324,2022-03-25,seien,4
1325,2022-03-25,russland,4
1326,2022-03-25,frachter,4
1327,2022-03-25,sagt,3
1328,2022-03-25,joseph,3
1329,2022-03-25,kröger,3
1330,2022-03-25,rund,3
1331,2022-03-25,sei,3
1332,2022-03-25,meer,3
1333,2022-03-25,reedereien,3
1334,2022-03-25,krieg,3
1335,2022-03-25,uhr,3
1336,2022-03-25,beiden,3
1337,2022-03-25,deutscher,3
1338,2022-03-25,kriegsbeginn,3
1339,2022-03-25,gesundheitsbehörde,2
1340,2022-03-28,buhck,7
1341,2022-03-28,henner,3
1342,2022-03-28,bleiben,3
1343,2022-03-28,kunden,2
1344,2022-03-28,ab,2
1345,2022-03-28,lesen,2
1346,2022-03-28,millionen,2
1347,2022-03-28,rund,2
1348,2022-03-28,mönckebergstraße,2
1349,2022-03-28,geld,2
1350,2022-03-28,gesundheitsbehörde,2
1351,2022-03-28,haltestellen,2
1352,2022-03-28,abfällen,2
1353,2022-03-28,beispielsweise,2
1354,2022-03-28,spd,2
1355,2022-03-28,april,2
1356,2022-03-28,rabe,2
1357,2022-03-28,magazin,2
1358,2022-03-28,etwa,2
1359,2022-03-28,euro,2
1360,2022-03-29,kühne,9
1361,2022-03-29,wunsch,5
1362,2022-03-29,sterben,4
1363,2022-03-29,fahrt,3
1364,2022-03-29,rund,3
1365,2022-03-29,erzählt,3
1366,2022-03-29,millionen,3
1367,2022-03-29,gehen,3
1368,2022-03-29,ramona,3
1369,2022-03-29,sehen,2
1370,2022-03-29,lesen,2
1371,2022-03-29,gestern,2
1372,2022-03-29,zahl,2
1373,2022-03-29,eingeschult,2
1374,2022-03-29,danach,2
1375,2022-03-29,schon,2
1376,2022-03-29,neue,2
1377,2022-03-29,letzte,2
1378,2022-03-29,jahr,2
1379,2022-03-29,jahren,2
1380,2022-03-30,gern,1
1381,2022-03-30,schreiben,1
1382,2022-03-30,sollten,1
1383,2022-03-30,hks,1
1384,2022-03-30,meinung,1
1385,2022-03-30,mögen,1
1386,2022-03-30,wissen,1
1387,2022-03-30,bekommen,1
1388,2022-03-30,weitergeleitet,1
1389,2022-03-30,familie,1
1390,2022-03-30,diem,1
1391,2022-03-30,kollegen,1
1392,2022-03-30,city,1
1393,2022-03-30,sagen,1
1394,2022-03-30,morgen,1
1395,2022-03-30,berichten,1
1396,2022-03-30,management,1
1397,2022-03-30,mailtohamburgzeitde,1
1398,2022-03-30,ausgabe,1
1399,2022-03-30,kostenlos,1
1400,2022-03-31,management,1
1401,2022-03-31,bekommen,1
1402,2022-03-31,sollten,1
1403,2022-03-31,weitergeleitet,1
1404,2022-03-31,city,1
1405,2022-03-31,familie,1
1406,2022-03-31,kollegen,1
1407,2022-03-31,mögen,1
1408,2022-03-31,berichten,1
1409,2022-03-31,email,1
1410,2022-03-31,sagen,1
1411,2022-03-31,leiten,1
1412,2022-03-31,schreiben,1
1413,2022-03-31,hks,1
1414,2022-03-31,abonnieren,1
1415,2022-03-31,wissen,1
1416,2022-03-31,freunde,1
1417,2022-03-31,hamburgzeitde,1
1418,2022-03-31,meinung,1
1419,2022-03-31,kostenlos,1
1420,2022-04-01,tanja,4
1421,2022-04-01,flucht,3
1422,2022-04-01,inzwischen,3
1423,2022-04-01,rund,3
1424,2022-04-01,mann,3
1425,2022-04-01,gesundheitsbehörde,2
1426,2022-04-01,versorgt,2
1427,2022-04-01,city,2
1428,2022-04-01,lebensmitteln,2
1429,2022-04-01,pro,2
1430,2022-04-01,ukraine,2
1431,2022-04-01,laut,2
1432,2022-04-01,lasarzik,2
1433,2022-04-01,kurz,2
1434,2022-04-01,fassung,2
1435,2022-04-01,ukrainisch,2
1436,2022-04-01,woche,2
1437,2022-04-01,freiwilligen,2
1438,2022-04-01,tafel,2
1439,2022-04-01,gerade,2
1440,2022-04-04,ausgabe,2
1441,2022-04-04,helfen,2
1442,2022-04-04,nämlich,2
1443,2022-04-04,berichten,2
1444,2022-04-04,woche,2
1445,2022-04-04,wissen,1
1446,2022-04-04,alte,1
1447,2022-04-04,elbseite,1
1448,2022-04-04,macht,1
1449,2022-04-04,lasarziks,1
1450,2022-04-04,lassen,1
1451,2022-04-04,piegsa,1
1452,2022-04-04,machowecz,1
1453,2022-04-04,amelie,1
1454,2022-04-04,el,1
1455,2022-04-04,hamburgzeitde,1
1456,2022-04-04,anmelden,1
1457,2022-04-04,irritationen,1
1458,2022-04-04,landsleuten,1
1459,2022-04-04,stunden,1
1460,2022-04-05,stadt,6
1461,2022-04-05,neumeier,6
1462,2022-04-05,jahre,4
1463,2022-04-05,gestern,3
1464,2022-04-05,rund,3
1465,2022-04-05,zahl,3
1466,2022-04-05,stadtreinigung,3
1467,2022-04-05,ukraine,3
1468,2022-04-05,jahren,3
1469,2022-04-05,vielleicht,3
1470,2022-04-05,geflüchtete,3
1471,2022-04-05,land,3
1472,2022-04-05,bleiben,3
1473,2022-04-05,sagte,2
1474,2022-04-05,sollen,2
1475,2022-04-05,wochen,2
1476,2022-04-05,zwei,2
1477,2022-04-05,vorbereitet,2
1478,2022-04-05,schon,2
1479,2022-04-05,werk,2
1480,2022-04-06,gestern,5
1481,2022-04-06,masken,4
1482,2022-04-06,sagte,3
1483,2022-04-06,schulen,3
1484,2022-04-06,gibt,3
1485,2022-04-06,mutter,3
1486,2022-04-06,zwei,3
1487,2022-04-06,pandemie,3
1488,2022-04-06,prozent,3
1489,2022-04-06,tochter,3
1490,2022-04-06,verletzt,3
1491,2022-04-06,viren,2
1492,2022-04-06,lauterbach,2
1493,2022-04-06,entwicklung,2
1494,2022-04-06,laut,2
1495,2022-04-06,rund,2
1496,2022-04-06,hafengeburtstag,2
1497,2022-04-06,morgen,2
1498,2022-04-06,coronaregeln,2
1499,2022-04-06,frau,2
1500,2022-04-07,baumgardt,9
1501,2022-04-07,online,6
1502,2022-04-07,coronapandemie,5
1503,2022-04-07,karte,5
1504,2022-04-07,karten,5
1505,2022-04-07,sei,5
1506,2022-04-07,fuchs,4
1507,2022-04-07,gestern,4
1508,2022-04-07,beim,4
1509,2022-04-07,nachverfolgung,3
1510,2022-04-07,immer,3
1511,2022-04-07,prozent,3
1512,2022-04-07,schon,3
1513,2022-04-07,klaus,3
1514,2022-04-07,bakterien,3
1515,2022-04-07,tschentscher,3
1516,2022-04-07,beispiel,3
1517,2022-04-07,stadt,3
1518,2022-04-07,hamburgs,3
1519,2022-04-07,kam,3
1520,2022-04-08,zehe,7
1521,2022-04-08,sagt,7
1522,2022-04-08,mutter,5
1523,2022-04-08,hätten,5
1524,2022-04-08,tochter,5
1525,2022-04-08,hanno,4
1526,2022-04-08,sei,4
1527,2022-04-08,gestern,4
1528,2022-04-08,zehes,3
1529,2022-04-08,melnyk,3
1530,2022-04-08,thea,3
1531,2022-04-08,erneut,3
1532,2022-04-08,osterfeuer,3
1533,2022-04-08,ukrainischen,3
1534,2022-04-08,tür,3
1535,2022-04-08,bezirksamt,3
1536,2022-04-08,daryna,3
1537,2022-04-08,zwei,3
1538,2022-04-08,stadt,3
1539,2022-04-08,mann,3
1540,2022-04-11,rolling,1
1541,2022-04-11,freikarten,1
1542,2022-04-11,kollege,1
1543,2022-04-11,nord,1
1544,2022-04-11,freitag,1
1545,2022-04-11,drieschner,1
1546,2022-04-11,mitarbeiterinnen,1
1547,2022-04-11,stadtparkkonzert,1
1548,2022-04-11,bezirksamts,1
1549,2022-04-11,jahr,1
1550,2022-04-11,stones,1
1551,2022-04-11,nachkriegsgeschichte,1
1552,2022-04-11,schreibt,1
1553,2022-04-11,geblieben,1
1554,2022-04-11,ende,1
1555,2022-04-11,affäre,1
1556,2022-04-11,angeblich,1
1557,2022-04-11,größten,1
1558,2022-04-11,mitarbeiter,1
1559,2022-04-11,gesprochen,1
1560,2022-04-12,bernd,12
1561,2022-04-12,vorbereitet,5
1562,2022-04-12,sagt,4
1563,2022-04-12,montag,3
1564,2022-04-12,regie,3
1565,2022-04-12,lesen,3
1566,2022-04-12,ernstfall,3
1567,2022-04-12,nennt,3
1568,2022-04-12,kommt,2
1569,2022-04-12,krisenvorsorger,2
1570,2022-04-12,tage,2
1571,2022-04-12,lassen,2
1572,2022-04-12,jeans,2
1573,2022-04-12,hortet,2
1574,2022-04-12,wohnung,2
1575,2022-04-12,georges,2
1576,2022-04-12,prepper,2
1577,2022-04-12,lang,2
1578,2022-04-12,problemlagen,2
1579,2022-04-12,inszeniert,2
1580,2022-04-13,euro,8
1581,2022-04-13,patienten,4
1582,2022-04-13,giovanna,3
1583,2022-04-13,ab,3
1584,2022-04-13,kilometern,3
1585,2022-04-13,warum,3
1586,2022-04-13,degen,3
1587,2022-04-13,gibt,3
1588,2022-04-13,senat,2
1589,2022-04-13,schlange,2
1590,2022-04-13,zehn,2
1591,2022-04-13,dienstag,2
1592,2022-04-13,aufnahmestopp,2
1593,2022-04-13,gilt,2
1594,2022-04-13,problem,2
1595,2022-04-13,strecken,2
1596,2022-04-13,vier,2
1597,2022-04-13,ärzte,2
1598,2022-04-13,schon,2
1599,2022-04-13,woche,2
1600,2022-04-14,kiel,9
1601,2022-04-14,wladimir,8
1602,2022-04-14,klitschko,8
1603,2022-04-14,tatjana,7
1604,2022-04-14,mittwoch,4
1605,2022-04-14,vitali,3
1606,2022-04-14,seit,3
1607,2022-04-14,leitet,3
1608,2022-04-14,moment,3
1609,2022-04-14,organisierte,3
1610,2022-04-14,jahren,3
1611,2022-04-14,sagte,3
1612,2022-04-14,gewaltige,3
1613,2022-04-14,kerstan,2
1614,2022-04-14,hafen,2
1615,2022-04-14,hält,2
1616,2022-04-14,firma,2
1617,2022-04-14,vielen,2
1618,2022-04-14,hilfsorganisation,2
1619,2022-04-14,stühle,2
1620,2022-04-19,emami,6
1621,2022-04-19,online,5
1622,2022-04-19,damals,4
1623,2022-04-19,mal,4
1624,2022-04-19,schon,4
1625,2022-04-19,wissen,3
1626,2022-04-19,hätte,3
1627,2022-04-19,hieß,2
1628,2022-04-19,pedram,2
1629,2022-04-19,lag,2
1630,2022-04-19,erst,2
1631,2022-04-19,macht,2
1632,2022-04-19,montag,2
1633,2022-04-19,etwa,2
1634,2022-04-19,ärztekammer,2
1635,2022-04-19,tragen,2
1636,2022-04-19,viren,2
1637,2022-04-19,dgb,2
1638,2022-04-19,kinder,2
1639,2022-04-19,wert,2
